,,telegraaf
drugsverslaafde,belg,0.31309573134945157
drugsverslaafde,belgen,-0.0846365500985329
drugsverslaafde,christen,0.10756131893503038
drugsverslaafde,christenen,0.16346644469722202
drugsverslaafde,duitser,0.40227085377493443
drugsverslaafde,duitsers,-0.01758202457526447
drugsverslaafde,expat,0.4923074783587077
drugsverslaafde,expats,0.08706524861597056
drugsverslaafde,immigrant,0.6221826630517959
drugsverslaafde,immigranten,0.11148251315589187
drugsverslaafde,irakees,0.7886084301352347
drugsverslaafde,irakezen,0.20925372002925302
drugsverslaafde,marokkaan,0.633257863897316
drugsverslaafde,marokkanen,0.19259820298314215
drugsverslaafde,migrant,0.5400670183695465
drugsverslaafde,migranten,-0.01212315957117087
drugsverslaafde,moslim,0.36756157308229964
drugsverslaafde,moslims,0.05577305740451551
drugsverslaafde,nederlander,0.2694619702021709
drugsverslaafde,nederlanders,0.0051483922362345995
drugsverslaafde,somalier,0.6339781998795145
drugsverslaafde,somaliers,0.43850104289063807
drugsverslaafde,surinamer,0.7767122888699518
drugsverslaafde,surinamers,0.2038971644975822
drugsverslaafde,syrier,0.6618360181037936
drugsverslaafde,syriers,0.5385407016336581
drugsverslaafde,turk,0.7388370371575916
drugsverslaafde,turken,-0.000719991788738536
drugsverslaafde,vluchteling,0.46336423555976464
drugsverslaafde,vluchtelingen,0.03259895227384289
drugsverslaafde,westers,0.19355193783796532
drugsverslaafden,afgaan,0.11521340169291698
drugsverslaafden,afghanen,0.6092613599544308
drugsverslaafden,allochtonen,0.5398839921432639
drugsverslaafden,allochtoon,0.37302021849173134
drugsverslaafden,antilliaan,0.26955002900555947
drugsverslaafden,antillianen,0.6778878060251339
drugsverslaafden,arabier,0.3615218715216361
drugsverslaafden,arabieren,0.48593722456271415
drugsverslaafden,belg,-0.1961519036762531
drugsverslaafden,belgen,0.16548043120039385
drugsverslaafden,christen,0.0881716138036244
drugsverslaafden,christenen,0.5622332502900997
drugsverslaafden,duitser,-0.1182394131497031
drugsverslaafden,duitsers,0.16773115206927813
drugsverslaafden,expat,0.4491489729043652
drugsverslaafden,expats,0.6441475869714665
drugsverslaafden,immigrant,0.3513025534902459
drugsverslaafden,immigranten,0.5528455617042487
drugsverslaafden,irakees,0.4280467641678195
drugsverslaafden,irakezen,0.5348944987904558
drugsverslaafden,marokkaan,0.2568272629649141
drugsverslaafden,marokkanen,0.5498669374561922
drugsverslaafden,migrant,0.3719118910256942
drugsverslaafden,migranten,0.5351023517666232
drugsverslaafden,moslim,0.31766468615126653
drugsverslaafden,moslims,0.4644107826955053
drugsverslaafden,nederlander,-0.07090609753873384
drugsverslaafden,nederlanders,0.3210506959648741
drugsverslaafden,somalier,0.30884049562722005
drugsverslaafden,somaliers,0.5091348511948639
drugsverslaafden,surinamer,0.31537869204366387
drugsverslaafden,surinamers,0.5962422407333243
drugsverslaafden,syrier,0.3564655295413938
drugsverslaafden,syriers,0.5718481826501507
drugsverslaafden,turk,0.2741136233264452
drugsverslaafden,turken,0.3713469354742455
drugsverslaafden,vluchteling,0.42629215610089743
drugsverslaafden,vluchtelingen,0.525452099830958
drugsverslaafden,westers,0.1705383740803723
hangjongeren,afgaan,0.028820361750085018
hangjongeren,afghanen,0.5972028249644273
hangjongeren,allochtonen,0.6218915009610017
hangjongeren,allochtoon,0.3381493097694021
hangjongeren,antilliaan,0.2787718056384799
hangjongeren,antillianen,0.7248353174893946
hangjongeren,arabier,0.3015300948139504
hangjongeren,arabieren,0.46900714886825423
hangjongeren,belg,-0.11334735984474065
hangjongeren,belgen,0.28523830389291815
hangjongeren,christen,0.1371731534151236
hangjongeren,christenen,0.5301270451000694
hangjongeren,duitser,-0.07308145740230397
hangjongeren,duitsers,0.3270503122441829
hangjongeren,expat,0.22964621116727124
hangjongeren,expats,0.5656026011912676
hangjongeren,immigrant,0.3130936567151948
hangjongeren,immigranten,0.592505958965264
hangjongeren,irakees,0.37532285929772136
hangjongeren,irakezen,0.4925491313314606
hangjongeren,marokkaan,0.33784983516617206
hangjongeren,marokkanen,0.6366849824146973
hangjongeren,migrant,0.2364996844774902
hangjongeren,migranten,0.5782633037605889
hangjongeren,moslim,0.2891439160785517
hangjongeren,moslims,0.5403381955614683
hangjongeren,nederlander,0.02858229687143528
hangjongeren,nederlanders,0.40703118322790555
hangjongeren,somalier,0.1689256906923323
hangjongeren,somaliers,0.3250605394378837
hangjongeren,surinamer,0.23726946792406967
hangjongeren,surinamers,0.5807261992199728
hangjongeren,syrier,0.1923825346692244
hangjongeren,syriers,0.36905300166741184
hangjongeren,turk,0.27299033778560533
hangjongeren,turken,0.49351552197141346
hangjongeren,vluchteling,0.34819433117525667
hangjongeren,vluchtelingen,0.5510020889021714
hangjongeren,westers,0.10827205451164398
junk,afgaan,0.027140016634215378
junk,afghanen,0.16703807091412762
junk,allochtonen,0.09056341329373507
junk,allochtoon,0.436873533039871
junk,antilliaan,0.6556156729616025
junk,antillianen,0.22787790982851663
junk,arabier,0.7001674539461163
junk,arabieren,0.1726553933405789
junk,belg,0.3268440773992677
junk,belgen,-0.01918358522791402
junk,christen,0.17328457535285108
junk,christenen,0.17899476848736878
junk,duitser,0.3979667323291191
junk,duitsers,0.06777829525169315
junk,expat,0.4279274445031416
junk,expats,0.17113579594473446
junk,immigrant,0.6724297296787234
junk,immigranten,0.21729395542643945
junk,irakees,0.7117361867216097
junk,irakezen,0.2291207054746124
junk,marokkaan,0.6415213780581177
junk,marokkanen,0.15690979091564655
junk,migrant,0.4821766234204966
junk,migranten,0.13869349595624594
junk,moslim,0.426243071154063
junk,moslims,0.14643712693441208
junk,nederlander,0.379424318678818
junk,nederlanders,0.12024973725436207
